Reaction_Name,Gene_ID,Pathway,Metabolite_ID,name,formula,charge,"formula, neutral",KEGG ID,CAS number   
Dipeptide transport via ABC system (ala-glu),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-glu),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-glu),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-glu),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-glu),MG078,Transport,ala-L-glu-L,ala-L-glu-L,C8H15N3O4,0.0,C8H15N3O4,,
Dipeptide transport via ABC system (ala-glu),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-glu),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-glu),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-glu),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-glu),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-glu),MG079,Transport,ala-L-glu-L,ala-L-glu-L,C8H15N3O4,0.0,C8H15N3O4,,
Dipeptide transport via ABC system (ala-glu),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-glu),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-glu),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-glu),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-glu),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-glu),MG080,Transport,ala-L-glu-L,ala-L-glu-L,C8H15N3O4,0.0,C8H15N3O4,,
Dipeptide transport via ABC system (ala-glu),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-glu),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-glu),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-gly),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-gly),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-gly),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-gly),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-gly),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-gly),MG077,Transport,L-alagly,L-alanylglycine,C5H10N2O3,0.0,C5H10N2O3,,
Dipeptide transport via ABC system (ala-gly),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-gly),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-gly),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-gly),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-gly),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-gly),MG078,Transport,L-alagly,L-alanylglycine,C5H10N2O3,0.0,C5H10N2O3,,
Dipeptide transport via ABC system (ala-gly),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-gly),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-gly),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-gly),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-gly),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-gly),MG079,Transport,L-alagly,L-alanylglycine,C5H10N2O3,0.0,C5H10N2O3,,
Dipeptide transport via ABC system (ala-gly),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-gly),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-gly),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-gly),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-gly),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-gly),MG080,Transport,L-alagly,L-alanylglycine,C5H10N2O3,0.0,C5H10N2O3,,
Dipeptide transport via ABC system (ala-his),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-his),MG077,Transport,ala-L-his-L,Alanylhistidine,C9H14N4O3,0.0,C9H14N4O3,,
Dipeptide transport via ABC system (ala-his),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-his),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-his),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-his),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-his),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-his),MG078,Transport,ala-L-his-L,Alanylhistidine,C9H14N4O3,0.0,C9H14N4O3,,
Dipeptide transport via ABC system (ala-his),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-his),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-his),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-his),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-his),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-his),MG079,Transport,ala-L-his-L,Alanylhistidine,C9H14N4O3,0.0,C9H14N4O3,,
Dipeptide transport via ABC system (ala-his),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-his),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-his),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-his),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-his),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-his),MG080,Transport,ala-L-his-L,Alanylhistidine,C9H14N4O3,0.0,C9H14N4O3,,
Dipeptide transport via ABC system (ala-his),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-his),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-his),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-his),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-leu),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-leu),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-leu),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-leu),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-leu),MG077,Transport,ala-L-leu-L,N-L-Alanyl-L-leucine,C9H18N2O3,0.0,C9H18N2O3,,
Dipeptide transport via ABC system (ala-leu),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-leu),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-leu),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-leu),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-leu),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-leu),MG078,Transport,ala-L-leu-L,N-L-Alanyl-L-leucine,C9H18N2O3,0.0,C9H18N2O3,,
Dipeptide transport via ABC system (ala-leu),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-leu),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-leu),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-leu),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-leu),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-leu),MG079,Transport,ala-L-leu-L,N-L-Alanyl-L-leucine,C9H18N2O3,0.0,C9H18N2O3,,
Dipeptide transport via ABC system (ala-leu),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-leu),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-leu),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-leu),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-leu),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-leu),MG080,Transport,ala-L-leu-L,N-L-Alanyl-L-leucine,C9H18N2O3,0.0,C9H18N2O3,,
Dipeptide transport via ABC system (ala-leu),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-thr),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-thr),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-thr),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-thr),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-thr),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-thr),MG077,Transport,ala-L-Thr-L,,,,,,
Dipeptide transport via ABC system (ala-thr),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-thr),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-thr),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-thr),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-thr),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-thr),MG078,Transport,ala-L-Thr-L,,,,,,
Dipeptide transport via ABC system (ala-thr),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-thr),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-thr),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-thr),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-thr),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-thr),MG079,Transport,ala-L-Thr-L,,,,,,
Dipeptide transport via ABC system (ala-thr),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (ala-thr),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (ala-thr),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (ala-thr),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (ala-thr),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (ala-thr),MG080,Transport,ala-L-Thr-L,,,,,,
Dipeptide transport via ABC system (gly-asn),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-asn),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-asn),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-asn),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-asn),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-asn),MG077,Transport,gly-asn-L,glycyl-L-asparagine,C6H11N3O4,0.0,C6H11N3O4,,
Dipeptide transport via ABC system (gly-asn),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-asn),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-asn),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-asn),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-asn),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-asn),MG078,Transport,gly-asn-L,glycyl-L-asparagine,C6H11N3O4,0.0,C6H11N3O4,,
Dipeptide transport via ABC system (gly-asn),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-asn),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-asn),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-asn),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-asn),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-asn),MG079,Transport,gly-asn-L,glycyl-L-asparagine,C6H11N3O4,0.0,C6H11N3O4,,
Dipeptide transport via ABC system (gly-asn),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-asn),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-asn),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-asn),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-asn),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-asn),MG080,Transport,gly-asn-L,glycyl-L-asparagine,C6H11N3O4,0.0,C6H11N3O4,,
Dipeptide transport via ABC system (gly-gln),MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-gln),MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-gln),MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-gln),MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-gln),MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-gln),MG077,Transport,gly-gln-L,L-Glycylglutamine,C7H13N3O4,0.0,C7H13N3O4,,
Dipeptide transport via ABC system (gly-gln),MG078,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-gln),MG078,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-gln),MG078,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-gln),MG078,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-gln),MG078,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-gln),MG078,Transport,gly-gln-L,L-Glycylglutamine,C7H13N3O4,0.0,C7H13N3O4,,
Dipeptide transport via ABC system (gly-gln),MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-gln),MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-gln),MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-gln),MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-gln),MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-gln),MG079,Transport,gly-gln-L,L-Glycylglutamine,C7H13N3O4,0.0,C7H13N3O4,,
Dipeptide transport via ABC system (gly-gln),MG080,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Dipeptide transport via ABC system (gly-gln),MG080,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Dipeptide transport via ABC system (gly-gln),MG080,Transport,h,H+,H,1.0,,C00080,12408-02-5
Dipeptide transport via ABC system (gly-gln),MG080,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Dipeptide transport via ABC system (gly-gln),MG080,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Dipeptide transport via ABC system (gly-gln),MG080,Transport,gly-gln-L,L-Glycylglutamine,C7H13N3O4,0.0,C7H13N3O4,,
Deoxyribose-phosphate aldolase,MG050,Nucleotides and nucleic acids,acald,Acetaldehyde,C2H4O,0.0,,C00084,75-07-0
Deoxyribose-phosphate aldolase,MG050,Nucleotides and nucleic acids,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
Deoxyribose-phosphate aldolase,MG050,Nucleotides and nucleic acids,2dr5p,2-Deoxy-D-ribose 5-phosphate,C5H9O7P,-2.0,C5H11O7P,C00673,102916-66-5
dTMP kinase,MG006,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
dTMP kinase,MG006,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
dTMP kinase,MG006,Nucleotides and nucleic acids,dtmp,dTMP,C10H13N2O8P,-2.0,C10H15N2O8P,C00364,365-07-1
dTMP kinase,MG006,Nucleotides and nucleic acids,dtdp,dTDP,C10H13N2O11P2,-3.0,C10H16N2O11P2,C00363,
purine-nucleoside phosphatase (deoxyuridine),MG051,Nucleotides and nucleic acids,ura,Uracil,C4H4N2O2,0.0,,C00106,66-22-8
purine-nucleoside phosphatase (deoxyuridine),MG051,Nucleotides and nucleic acids,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphatase (deoxyuridine),MG051,Nucleotides and nucleic acids,duri,Deoxyuridine,C9H12N2O5,0.0,,C00526,951-78-0
purine-nucleoside phosphatase (deoxyuridine),MG051,Nucleotides and nucleic acids,2dr1p,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,-2.0,C5H11O7P,C00672,
1-deoxy-D-xylulose 5-phosphate synthase,MG066,Carbohydrates and related molecules,dxyl5p,1-deoxy-D-xylulose 5-phosphate,C5H9O7P,-2.0,C5H11O7P,C11437,
1-deoxy-D-xylulose 5-phosphate synthase,MG066,Carbohydrates and related molecules,co2,CO2,CO2,0.0,,C00011,124-38-9
1-deoxy-D-xylulose 5-phosphate synthase,MG066,Carbohydrates and related molecules,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
1-deoxy-D-xylulose 5-phosphate synthase,MG066,Carbohydrates and related molecules,h,H+,H,1.0,,C00080,12408-02-5
1-deoxy-D-xylulose 5-phosphate synthase,MG066,Carbohydrates and related molecules,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
enolase,MG407,Central Metabolism,h2o,H2O,H2O,0.0,,C00001,7732-18-5
enolase,MG407,Central Metabolism,2pg,D-Glycerate 2-phosphate,C3H4O7P,-3.0,C3H7O7P,C00631,
enolase,MG407,Central Metabolism,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
fructose-1-phosphate kinase,MG063,Carbohydrates and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
fructose-1-phosphate kinase,MG063,Carbohydrates and related molecules,fdp,"D-Fructose 1,6-bisphosphate",C6H10O12P2,-4.0,C6H14O12P2,C00354,488-69-7
fructose-1-phosphate kinase,MG063,Carbohydrates and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
fructose-1-phosphate kinase,MG063,Carbohydrates and related molecules,h,H+,H,1.0,,C00080,12408-02-5
fructose-1-phosphate kinase,MG063,Carbohydrates and related molecules,f1p,D-Fructose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C02976,15978-08-2
fructose-bisphosphate aldolase,MG023,Carbohydrates and related molecules,fdp,"D-Fructose 1,6-bisphosphate",C6H10O12P2,-4.0,C6H14O12P2,C00354,488-69-7
fructose-bisphosphate aldolase,MG023,Carbohydrates and related molecules,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
fructose-bisphosphate aldolase,MG023,Carbohydrates and related molecules,dhap,Dihydroxyacetone phosphate,C3H5O6P,-2.0,C3H7O6P,C00111,1957-04-05 00:00:00
D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,MG023,Carbohydrates and related molecules,f1p,D-Fructose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C02976,15978-08-2
D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,MG023,Carbohydrates and related molecules,dhap,Dihydroxyacetone phosphate,C3H5O6P,-2.0,C3H7O6P,C00111,1957-04-05 00:00:00
D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,MG023,Carbohydrates and related molecules,glyald,D-Glyceraldehyde,C3H6O3,0.0,,C00577,453-17-8
Methionyl-tRNA formyltransferase,MG365,Amino acids and related molecules,10fthf,10-Formyltetrahydrofolate,C20H21N7O7,-2.0,C20H23N7O7,C00234,
Methionyl-tRNA formyltransferase,MG365,Amino acids and related molecules,fmettrna,N-Formylmethionyl-tRNA,C6H9NO2SR,0.0,,C03294,
Methionyl-tRNA formyltransferase,MG365,Amino acids and related molecules,thf,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,-2.0,C19H23N7O6,C00101,135-16-0
Methionyl-tRNA formyltransferase,MG365,Amino acids and related molecules,mettrna,L-Methionyl-tRNA (Met),C5H10NOSR,1.0,,C02430,
FMN adenylyltransferase,MG145,Coenzymes and prosthetic groups,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
FMN adenylyltransferase,MG145,Coenzymes and prosthetic groups,fad,Flavin adenine dinucleotide oxidized,C27H31N9O15P2,-2.0,C27H33N9O15P2,C00016,146-14-5
FMN adenylyltransferase,MG145,Coenzymes and prosthetic groups,fmn,FMN,C17H19N4O9P,-2.0,C17H21N4O9P,C00061,146-17-8
FMN adenylyltransferase,MG145,Coenzymes and prosthetic groups,h,H+,H,1.0,,C00080,12408-02-5
FMN adenylyltransferase,MG145,Coenzymes and prosthetic groups,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
D-fructose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-fructose transport via PEP:Pyr PTS,MG429,Transport,fru,D-Fructose,C6H12O6,0.0,,C00095,57-48-7
D-fructose transport via PEP:Pyr PTS,MG429,Transport,f1p,D-Fructose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C02976,15978-08-2
D-fructose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-fructose transport via PEP:Pyr PTS,MG062,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-fructose transport via PEP:Pyr PTS,MG062,Transport,fru,D-Fructose,C6H12O6,0.0,,C00095,57-48-7
